"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"21017","","""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000152689|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000127561|ENSG00000234184|ENSG00000136158|ENSG00000165480|ENSG00000171488|ENSG00000253701|ENSG00000186187|ENSG00000240754|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000005108|ENSG00000130844|ENSG00000185666|ENSG00000182983|ENSG00000152953|ENSG00000184357|ENSG00000127533|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018|ENSG00000254060","54","66719","64553|64535|64295|64665|64245|64631|64667|64919|64287|64229|65359|64963|64561|64333|64889|65345|65337|64301|64293|64671|64275|64251|64545|64341|64345|64315|64531|65357|64905|64339|64495|64691|64929|64249|64359|65349|64253|64923|64559|64549|64363|64305|65341|64595|64659|64525|64257|65343|64907|64243|64493|65351|64651|64597","0.0016593641048708568","0.31213872832369943","173","0.01567034242600116","Gene Ontology Biological Process","GO:0023051","regulation of signaling","3446"
"21017","","""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000152689|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000127561|ENSG00000234184|ENSG00000136158|ENSG00000165480|ENSG00000171488|ENSG00000253701|ENSG00000186187|ENSG00000240754|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000005108|ENSG00000130844|ENSG00000185666|ENSG00000182983|ENSG00000152953|ENSG00000184357|ENSG00000127533|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018|ENSG00000254060","54","66719","64553|64535|64295|64665|64245|64631|64667|64919|64287|64229|65359|64963|64561|64333|64889|65345|65337|64301|64293|64671|64275|64251|64545|64341|64345|64315|64531|65357|64905|64339|64495|64691|64929|64249|64359|65349|64253|64923|64559|64549|64363|64305|65341|64595|64659|64525|64257|65343|64907|64243|64493|65351|64651|64597","0.001769995700295791","0.31213872832369943","173","0.015638575152041704","Gene Ontology Biological Process","GO:0010646","regulation of cell communication","3453"
"21017","","""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]","""IPI""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000169116|ENSG00000136999|ENSG00000152689|ENSG00000250111|ENSG00000164929|ENSG00000181826|ENSG00000148143|ENSG00000169607|ENSG00000164045|ENSG00000184584|ENSG00000197558|ENSG00000205726|ENSG00000081026|ENSG00000151725|ENSG00000152253|ENSG00000021762|ENSG00000272733|ENSG00000176890|ENSG00000226281","19","66719","64499|64633|64287|64909|64229|64335|64349|64579|64267|64897|64239|64279|64643|64607|64921|64617|64235|64257|64517","0.0019146466446946482","0.10982658959537572","173","0.030254777070063694","Gene Ontology Biological Process","GO:0051276","chromosome organization","628"
"22115","","""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]","""TAS""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000183657|ENSG00000136999|ENSG00000152689|ENSG00000113296|ENSG00000174607|ENSG00000095932|ENSG00000181826|ENSG00000148143|ENSG00000196549|ENSG00000231119|ENSG00000174776|ENSG00000184584|ENSG00000255189|ENSG00000076641|ENSG00000267366|ENSG00000151725|ENSG00000165507|ENSG00000021762|ENSG00000272733|ENSG00000254060","21","66719","64307|64697|64633|64287|64931|64561|65337|64335|64349|64945|64593|64695|64897|64299|64539|64583|64607|64541|64617|64235|64597","0.001955380113282123","0.11931818181818182","176","0.02402745995423341","Gene Ontology Cellular Component branch","GO:0005815","microtubule organizing center","874"
"22115","","""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]","""IPI""|""IC""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","ENSG00000077238|ENSG00000151136|ENSG00000140009|ENSG00000183657|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000154874|ENSG00000091409|ENSG00000169116|ENSG00000138160|ENSG00000229989|ENSG00000122025|ENSG00000182557|ENSG00000240666|ENSG00000115738|ENSG00000135540|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000180712|ENSG00000109047|ENSG00000164929|ENSG00000211685|ENSG00000151458|ENSG00000175029|ENSG00000070081|ENSG00000171105|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000184661|ENSG00000258810|ENSG00000088280|ENSG00000095932|ENSG00000245869|ENSG00000169031|ENSG00000173894|ENSG00000118523|ENSG00000203811|ENSG00000106070|ENSG00000163053|ENSG00000127561|ENSG00000099725|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000253701|ENSG00000169607|ENSG00000023445|ENSG00000123095|ENSG00000109805|ENSG00000139318|ENSG00000211898|ENSG00000164045|ENSG00000170835|ENSG00000148498|ENSG00000223907|ENSG00000174776|ENSG00000148926|ENSG00000184584|ENSG00000166352|ENSG00000143476|ENSG00000130844|ENSG00000144677|ENSG00000145649|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000117632|ENSG00000182983|ENSG00000204482|ENSG00000184357|ENSG00000163554|ENSG00000182611|ENSG00000127533|ENSG00000228682|ENSG00000205726|ENSG00000149418|ENSG00000151967|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000139734|ENSG00000226394|ENSG00000069702|ENSG00000266146|ENSG00000088325|ENSG00000247081|ENSG00000272733|ENSG00000169439|ENSG00000197471|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000113231|ENSG00000162496|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060|ENSG00000114315","108","66719","64307|64939|64263|64697|64265|64553|64535|64507|64295|64499|64669|64665|64699|64631|64667|64639|64543|64573|64281|64953|64237|64337|64613|64273|64229|64303|64311|64313|64963|64285|64561|64333|64889|64537|65345|64915|65337|64325|64301|64293|64901|64671|64911|64483|64275|64527|64251|64563|64545|64547|64341|64345|64315|64579|64343|64283|64637|64489|64319|64267|64495|64957|64929|64695|64233|64897|64329|64603|64359|64961|64557|65349|64903|64647|64269|64253|64289|64559|65355|64585|64549|64247|64279|64363|64515|64305|64541|65341|64707|64599|64241|64621|64519|64683|64645|64235|64595|64525|65343|64907|64243|64521|64323|64651|64641|64655|64597|64673","0.0020488961171909125","0.6136363636363636","176","0.010895883777239709","Gene Ontology Cellular Component branch","GO:0016020","membrane","9912"
"22115","","""A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits."" [GOC:dos]","""TAS""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000198467|ENSG00000183657|ENSG00000167723|ENSG00000163808|ENSG00000072110|ENSG00000169116|ENSG00000152689|ENSG00000267694|ENSG00000164929|ENSG00000113296|ENSG00000095932|ENSG00000181826|ENSG00000234184|ENSG00000148143|ENSG00000185666|ENSG00000205726|ENSG00000185477|ENSG00000165507|ENSG00000152253|ENSG00000272733","20","66719","64511|64697|64265|64553|64351|64499|64287|64479|64229|64931|65337|64335|64251|64349|65349|64279|64305|64541|64921|64235","0.0020573768111072925","0.11363636363636363","176","0.02481389578163772","Gene Ontology Cellular Component branch","GO:0099513","polymeric cytoskeletal fiber","806"
"22115","","""The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]","""IPI""|""NAS""|""TAS""|""IBA""|""IEA""|""IDA""","ENSG00000136999|ENSG00000152689|ENSG00000250111|ENSG00000148143|ENSG00000169607|ENSG00000184584|ENSG00000267366|ENSG00000081026|ENSG00000151725|ENSG00000176890|ENSG00000226281","11","66719","64633|64287|64909|64349|64579|64897|64583|64643|64607|64257|64517","0.002255874413347469","0.0625","176","0.04247104247104247","Gene Ontology Cellular Component branch","GO:0000775","chromosome, centromeric region","259"
"21017","","""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]","""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000240666|ENSG00000131620|ENSG00000136999|ENSG00000184194|ENSG00000251675|ENSG00000164929|ENSG00000171105|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000258810|ENSG00000095932|ENSG00000125384|ENSG00000165480|ENSG00000101412|ENSG00000110237|ENSG00000139318|ENSG00000143369|ENSG00000162543|ENSG00000005108|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000117632|ENSG00000152953|ENSG00000204482|ENSG00000163554|ENSG00000228682|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000139734|ENSG00000069702|ENSG00000266146|ENSG00000272733|ENSG00000197471|ENSG00000170677|ENSG00000256018|ENSG00000124693","47","66719","64307|64265|64553|64535|64295|64665|64631|64667|64611|64633|64927|64953|64229|64285|64931|64561|64333|65345|65337|64563|64341|64505|64339|64489|64227|64691|64249|65349|64903|64647|64269|64923|64289|65355|64247|64305|64541|65341|64707|64599|64621|64519|64235|64525|64493|64651|64641","0.0022970001892062032","0.27167630057803466","173","0.016590187080833037","Gene Ontology Biological Process","GO:0048468","cell development","2833"
"21017","","""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]","""IEP""|""IC""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""ISO""|""IDA""","ENSG00000077238|ENSG00000256316|ENSG00000140009|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000152689|ENSG00000178999|ENSG00000250111|ENSG00000184194|ENSG00000251675|ENSG00000267690|ENSG00000164929|ENSG00000227191|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000163053|ENSG00000181826|ENSG00000127561|ENSG00000239998|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000186187|ENSG00000169607|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000042980|ENSG00000139318|ENSG00000143369|ENSG00000164045|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000174776|ENSG00000005108|ENSG00000143476|ENSG00000144677|ENSG00000223806|ENSG00000116667|ENSG00000117632|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000127533|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000152253|ENSG00000021762|ENSG00000069702|ENSG00000272733|ENSG00000197471|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000101017|ENSG00000256018","81","66719","64307|64693|64263|64265|64553|64535|64295|64665|64245|64631|64667|64919|64611|64633|64287|64573|64909|64927|64953|64237|64229|65359|64313|64963|64497|64561|64333|64889|65345|65337|64301|64293|64671|64911|64483|64335|64275|64575|64251|64563|64545|64341|64345|64945|64531|64579|64283|64905|64339|64353|64489|64227|64267|64495|64691|64929|64695|64249|64603|64961|64903|64679|64269|64253|64923|64289|64549|64363|64305|65341|64921|64617|64621|64235|64525|64907|64243|64493|65351|64231|64651","0.0023193441944703865","0.4682080924855491","173","0.012991178829190056","Gene Ontology Biological Process","GO:0048518","positive regulation of biological process","6235"
"21017","","""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]","""IEP""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000167723|ENSG00000163808|ENSG00000091409|ENSG00000186818|ENSG00000178999|ENSG00000251675|ENSG00000175029|ENSG00000157557|ENSG00000171105|ENSG00000183690|ENSG00000245869|ENSG00000169031|ENSG00000234184|ENSG00000125384|ENSG00000110237|ENSG00000211898|ENSG00000148498|ENSG00000162543|ENSG00000166352|ENSG00000223806|ENSG00000163554|ENSG00000149418|ENSG00000233355|ENSG00000197471|ENSG00000211821|ENSG00000170677","27","66719","64307|64265|64553|64295|64919|64573|64953|64313|64497|64285|64333|64325|64301|64251|64563|64339|64319|64957|64691|64329|64903|65355|64363|65341|64525|64907|64493","0.002356361546499576","0.15606936416184972","173","0.02286198137171888","Gene Ontology Biological Process","GO:0048646","anatomical structure formation involved in morphogenesis","1181"
"21017","","""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000186818|ENSG00000152689|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000127561|ENSG00000234184|ENSG00000136158|ENSG00000171488|ENSG00000186187|ENSG00000240754|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000005108|ENSG00000185666|ENSG00000182983|ENSG00000152953|ENSG00000184357|ENSG00000127533|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000169439|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018|ENSG00000254060","49","66719","64553|64535|64295|64665|64245|64631|64919|64287|64229|65359|64963|64561|64333|64889|65345|65337|64301|64293|64671|64275|64251|64545|64345|64531|65357|64905|64339|64495|64691|64929|64249|65349|64253|64923|64559|64549|64363|64305|65341|64595|64525|64257|65343|64907|64243|64493|65351|64651|64597","0.002407214647997905","0.2832369942196532","173","0.016225165562913906","Gene Ontology Biological Process","GO:0009966","regulation of signal transduction","3020"
"21017","","""Any microtubule cytoskeleton organization that is involved in mitosis."" [GO_REF:0000060, GOC:TermGenie, PMID:18799626]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000169116|ENSG00000152689|ENSG00000181826|ENSG00000234184|ENSG00000185666|ENSG00000205726|ENSG00000081026|ENSG00000152253|ENSG00000021762|ENSG00000272733","10","66719","64499|64287|64335|64251|65349|64279|64643|64921|64617|64235","0.0024565672884454878","0.057803468208092484","173","0.05917159763313609","Gene Ontology Biological Process","GO:1902850","microtubule cytoskeleton organization involved in mitosis","169"
"21017","","""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000234184|ENSG00000136158|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000170835|ENSG00000109674|ENSG00000223806|ENSG00000152253|ENSG00000069702|ENSG00000211821|ENSG00000211942|ENSG00000170677","23","66719","64553|64295|64665|64631|64573|64953|64229|64963|64497|64333|64251|64545|64905|64353|64489|64495|64947|64903|64921|64621|64907|64243|64493","0.0025116757959710704","0.1329479768786127","173","0.025527192008879023","Gene Ontology Biological Process","GO:0001932","regulation of protein phosphorylation","901"
"22115","","""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]","""IPI""|""NAS""|""TAS""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000214357|ENSG00000198467|ENSG00000183657|ENSG00000167723|ENSG00000163808|ENSG00000154874|ENSG00000091409|ENSG00000169116|ENSG00000131620|ENSG00000152689|ENSG00000250111|ENSG00000184194|ENSG00000251675|ENSG00000180712|ENSG00000164929|ENSG00000227191|ENSG00000151458|ENSG00000175029|ENSG00000151208|ENSG00000125845|ENSG00000165349|ENSG00000173894|ENSG00000106070|ENSG00000181826|ENSG00000234184|ENSG00000148143|ENSG00000136158|ENSG00000171488|ENSG00000231119|ENSG00000186187|ENSG00000169607|ENSG00000240754|ENSG00000123095|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000164045|ENSG00000223907|ENSG00000175063|ENSG00000174776|ENSG00000148926|ENSG00000184584|ENSG00000144677|ENSG00000203852|ENSG00000185666|ENSG00000076641|ENSG00000136111|ENSG00000116667|ENSG00000117632|ENSG00000152953|ENSG00000184357|ENSG00000127533|ENSG00000267366|ENSG00000205726|ENSG00000081026|ENSG00000151967|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000106366|ENSG00000152253|ENSG00000021762|ENSG00000266146|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000176890|ENSG00000226281|ENSG00000211942|ENSG00000256018","70","66719","64481|64511|64697|64265|64553|64507|64295|64499|64611|64287|64909|64927|64953|64613|64229|65359|64311|64313|64889|64605|64677|64293|64911|64335|64251|64349|64545|64345|64593|64531|64579|65357|64283|64905|64353|64489|64267|64929|64951|64695|64233|64897|64961|64487|65349|64539|64647|64679|64269|64923|64559|64549|64583|64279|64643|64515|64607|64305|64541|64707|64921|64617|64519|64235|64595|64659|64257|64517|64243|64651","0.002811119033426384","0.3977272727272727","176","0.01269726101940867","Gene Ontology Cellular Component branch","GO:0005829","cytosol","5513"
"21017","","""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]","""HEP""|""IEP""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000112320|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000138160|ENSG00000229989|ENSG00000081052|ENSG00000186818|ENSG00000131620|ENSG00000178999|ENSG00000267690|ENSG00000164929|ENSG00000070081|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000169031|ENSG00000163053|ENSG00000234184|ENSG00000125384|ENSG00000165480|ENSG00000196549|ENSG00000245648|ENSG00000110237|ENSG00000143369|ENSG00000170835|ENSG00000162543|ENSG00000184584|ENSG00000144677|ENSG00000185666|ENSG00000223806|ENSG00000197558|ENSG00000204482|ENSG00000163554|ENSG00000149418|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000266146|ENSG00000272733|ENSG00000197471|ENSG00000249717|ENSG00000211942|ENSG00000170677|ENSG00000124693","49","66719","64261|64553|64535|64295|64669|64665|64245|64919|64611|64573|64237|64229|64963|64561|64333|64889|65345|65337|64325|64301|64483|64251|64563|64341|64945|64905|64339|64227|64495|64691|64897|64961|65349|64903|64239|64289|65355|64363|64305|64541|65341|64707|64519|64235|64525|65343|64243|64493|64641","0.00312151510129238","0.2832369942196532","173","0.01608139153265507","Gene Ontology Biological Process","GO:0048513","animal organ development","3047"
"21017","","""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000182557|ENSG00000164929|ENSG00000174607|ENSG00000183690|ENSG00000125384|ENSG00000211898|ENSG00000143369|ENSG00000166352|ENSG00000145649|ENSG00000223806|ENSG00000117632|ENSG00000149418|ENSG00000069702|ENSG00000169439|ENSG00000197471|ENSG00000170677|ENSG00000256018","21","66719","64307|64553|64535|64295|64631|64229|64561|64333|64563|64319|64227|64329|64557|64903|64269|64363|64621|64595|64525|64493|64651","0.003197428055228477","0.12138728323699421","173","0.026957637997432605","Gene Ontology Biological Process","GO:0030155","regulation of cell adhesion","779"
"21017","","""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]","""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000072110|ENSG00000134369|ENSG00000091409|ENSG00000240666|ENSG00000131620|ENSG00000178999|ENSG00000153885|ENSG00000171105|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000095932|ENSG00000125384|ENSG00000165480|ENSG00000101412|ENSG00000139318|ENSG00000162543|ENSG00000005108|ENSG00000166352|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000152953|ENSG00000204482|ENSG00000228682|ENSG00000185477|ENSG00000165507|ENSG00000106366|ENSG00000139734|ENSG00000272733|ENSG00000197471|ENSG00000170677","34","66719","64553|64351|64535|64295|64667|64611|64573|64281|64285|64931|64561|64333|64889|65337|64563|64341|64505|64489|64691|64249|64329|65349|64903|64647|64923|64289|64247|64305|64541|64707|64599|64235|64525|64493","0.0032719529201208518","0.19653179190751446","173","0.019473081328751432","Gene Ontology Biological Process","GO:0022008","neurogenesis","1746"
"8722","","Small cell lung cancer","""WP""","ENSG00000134369|ENSG00000138160|ENSG00000251675|ENSG00000245869|ENSG00000196549|ENSG00000186187|ENSG00000211898|ENSG00000197471","8","66719","64535|64669|64953|64325|64945|64531|64319|64525","0.003340344287108088","0.07692307692307693","104","0.08333333333333333","WikiPathways","WP:WP4658","Small cell lung cancer","96"
"21017","","""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]","""IEP""|""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000112320|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000171105|ENSG00000174607|ENSG00000183690|ENSG00000245869|ENSG00000169031|ENSG00000234184|ENSG00000125384|ENSG00000110237|ENSG00000139318|ENSG00000211898|ENSG00000170835|ENSG00000148498|ENSG00000162543|ENSG00000166352|ENSG00000144677|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000117632|ENSG00000204482|ENSG00000163554|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000139734|ENSG00000197471|ENSG00000249717|ENSG00000211821|ENSG00000170677|ENSG00000124693","45","66719","64307|64261|64265|64553|64535|64295|64667|64919|64611|64573|64953|64229|64313|64963|64497|64285|64561|64333|64325|64301|64251|64563|64339|64489|64319|64495|64957|64691|64329|64961|65349|64903|64647|64269|64289|65355|64363|64305|65341|64599|64525|65343|64907|64493|64641","0.003409905029142706","0.26011560693641617","173","0.016716196136701337","Gene Ontology Biological Process","GO:0009653","anatomical structure morphogenesis","2692"
"21017","","""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]","""IEP""|""IC""|""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000256316|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000081052|ENSG00000182557|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000152689|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000164929|ENSG00000227191|ENSG00000175029|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000066279|ENSG00000169031|ENSG00000173894|ENSG00000127561|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000196549|ENSG00000186187|ENSG00000101412|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000139318|ENSG00000143369|ENSG00000170835|ENSG00000162543|ENSG00000174776|ENSG00000005108|ENSG00000184584|ENSG00000166352|ENSG00000109674|ENSG00000143476|ENSG00000144677|ENSG00000145649|ENSG00000203852|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000197558|ENSG00000117632|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000165507|ENSG00000233355|ENSG00000152253|ENSG00000069702|ENSG00000266146|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211942|ENSG00000170677|ENSG00000101017|ENSG00000123485","75","66719","64307|64693|64553|64535|64295|64245|64631|64919|64611|64633|64287|64573|64281|64953|64229|65359|64313|64561|64333|64889|65345|65337|64325|64503|64301|64293|64275|64251|64563|64545|64945|64531|64505|64283|64905|64339|64489|64227|64495|64691|64695|64249|64897|64329|64947|64603|64961|64557|64487|65349|64903|64647|64239|64269|64253|64923|64289|64363|64643|64607|64541|65341|64921|64621|64519|64235|64595|64659|64525|64257|65343|64243|64493|64231|64655","0.003432684617483934","0.43352601156069365","173","0.013283740701381509","Gene Ontology Biological Process","GO:0048523","negative regulation of cellular process","5646"
